game_date,league,home_team,event_name,venue_name,longitude,latitude
2025-03-01,MLB,Atlanta Braves,Toronto Blue Jays at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2025-03-02,MLB,Atlanta Braves,New York Yankees at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2025-03-04,MLB,Atlanta Braves,Minnesota Twins at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2025-03-06,NBA,Atlanta Hawks,Cleveland at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-03-06,MLB,Atlanta Braves,Miami Marlins at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2025-03-08,MLB,Atlanta Braves,Pittsburgh Pirates at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2025-03-09,MLS,Atlanta United FC,Orlando City SC at Atlanta United FC,Mercedes-Benz Stadium,-84.401993,33.755489
2025-03-10,MLB,Atlanta Braves,Tampa Bay Rays at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2025-03-10,NBA,Atlanta Hawks,New Orleans at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-03-11,MLB,Atlanta Braves,Detroit Tigers at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2025-03-14,MLB,Atlanta Braves,Washington Nationals at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2025-03-15,MLB,Atlanta Braves,Minnesota Twins at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2025-03-17,MLB,Atlanta Braves,Boston Red Sox at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2025-03-20,MLB,Atlanta Braves,Philadelphia Phillies at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2025-03-23,MLS,Atlanta United FC,Charlotte FC at Atlanta United FC,Mercedes-Benz Stadium,-84.401993,33.755489
2025-03-23,NBA,Atlanta Hawks,Charlotte at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-03-23,MLB,Atlanta Braves,Baltimore Orioles at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2025-03-25,NBA,Atlanta Hawks,Boston at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-03-27,NBA,Atlanta Hawks,Portland at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-03-28,NBA,Atlanta Hawks,Boston at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-03-30,NBA,Atlanta Hawks,Milwaukee at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-04-03,NBA,Atlanta Hawks,Detroit at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-04-04,MLB,Atlanta Braves,Miami Marlins at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-04-05,MLS,Atlanta United FC,Chicago Fire FC at Atlanta United FC,Mercedes-Benz Stadium,-84.401993,33.755489
