game_date,league,home_team,event_name,venue_name,longitude,latitude
2025-04-05,MLB,Atlanta Braves,Miami Marlins at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-04-06,MLB,Atlanta Braves,Miami Marlins at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-04-08,MLB,Atlanta Braves,Philadelphia Phillies at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-04-09,NBA,Atlanta Hawks,Miami at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-04-09,MLB,Atlanta Braves,Philadelphia Phillies at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-04-10,NBA,Atlanta Hawks,Charlotte at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-04-10,MLB,Atlanta Braves,Philadelphia Phillies at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-04-18,MLB,Atlanta Braves,Minnesota Twins at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-04-19,MLB,Atlanta Braves,Minnesota Twins at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-04-20,MLB,Atlanta Braves,Minnesota Twins at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-04-21,MLB,Atlanta Braves,St. Louis Cardinals at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-04-22,MLB,Atlanta Braves,St. Louis Cardinals at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-04-23,MLB,Atlanta Braves,St. Louis Cardinals at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-02,MLB,Atlanta Braves,Los Angeles Dodgers at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-03,MLB,Atlanta Braves,Los Angeles Dodgers at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-03,MLS,Atlanta United FC,New York City FC at Atlanta United FC,Mercedes-Benz Stadium,-84.401993,33.755489
2025-05-04,MLB,Atlanta Braves,Los Angeles Dodgers at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-05,MLB,Atlanta Braves,Cincinnati Reds at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-06,MLB,Atlanta Braves,Cincinnati Reds at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-07,MLB,Atlanta Braves,Cincinnati Reds at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-08,MLB,Atlanta Braves,Cincinnati Reds at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-12,MLB,Atlanta Braves,Washington Nationals at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-13,MLB,Atlanta Braves,Washington Nationals at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-14,MLB,Atlanta Braves,Washington Nationals at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-15,MLB,Atlanta Braves,Washington Nationals at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-17,MLS,Atlanta United FC,Philadelphia Union at Atlanta United FC,Mercedes-Benz Stadium,-84.401993,33.755489
2025-05-23,MLB,Atlanta Braves,San Diego Padres at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-24,MLB,Atlanta Braves,San Diego Padres at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-25,MLB,Atlanta Braves,San Diego Padres at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-30,MLB,Atlanta Braves,Boston Red Sox at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-05-31,MLB,Atlanta Braves,Boston Red Sox at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-06-01,MLB,Atlanta Braves,Boston Red Sox at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-06-03,MLB,Atlanta Braves,Arizona Diamondbacks at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-06-04,MLB,Atlanta Braves,Arizona Diamondbacks at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-06-05,MLB,Atlanta Braves,Arizona Diamondbacks at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-06-12,MLS,Atlanta United FC,New York City FC at Atlanta United FC,Mercedes-Benz Stadium,-84.401993,33.755489
2025-06-13,MLB,Atlanta Braves,Colorado Rockies at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-06-14,MLB,Atlanta Braves,Colorado Rockies at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-06-15,MLB,Atlanta Braves,Colorado Rockies at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-06-17,MLB,Atlanta Braves,New York Mets at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-06-18,MLB,Atlanta Braves,New York Mets at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-06-19,MLB,Atlanta Braves,New York Mets at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-06-27,MLB,Atlanta Braves,Philadelphia Phillies at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-06-28,MLB,Atlanta Braves,Philadelphia Phillies at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-06-29,MLB,Atlanta Braves,Philadelphia Phillies at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-07-01,MLB,Atlanta Braves,Los Angeles Angels at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-07-02,MLB,Atlanta Braves,Los Angeles Angels at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-07-03,MLB,Atlanta Braves,Los Angeles Angels at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-07-04,MLB,Atlanta Braves,Baltimore Orioles at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-07-05,MLB,Atlanta Braves,Baltimore Orioles at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-07-06,MLB,Atlanta Braves,Baltimore Orioles at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-07-18,MLB,Atlanta Braves,New York Yankees at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-07-19,MLB,Atlanta Braves,New York Yankees at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-07-20,MLB,Atlanta Braves,New York Yankees at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-07-21,MLB,Atlanta Braves,San Francisco Giants at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-07-22,MLB,Atlanta Braves,San Francisco Giants at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-07-23,MLB,Atlanta Braves,San Francisco Giants at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-08-04,MLB,Atlanta Braves,Milwaukee Brewers at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-08-05,MLB,Atlanta Braves,Milwaukee Brewers at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-08-06,MLB,Atlanta Braves,Milwaukee Brewers at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-08-07,MLB,Atlanta Braves,Miami Marlins at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-08-08,MLB,Atlanta Braves,Miami Marlins at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-08-09,MLB,Atlanta Braves,Miami Marlins at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-08-10,MLB,Atlanta Braves,Miami Marlins at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-08-18,MLB,Atlanta Braves,Chicago White Sox at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-08-19,MLB,Atlanta Braves,Chicago White Sox at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-08-20,MLB,Atlanta Braves,Chicago White Sox at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-08-22,MLB,Atlanta Braves,New York Mets at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-08-23,MLB,Atlanta Braves,New York Mets at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-08-24,MLB,Atlanta Braves,New York Mets at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-05,MLB,Atlanta Braves,Seattle Mariners at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-06,MLB,Atlanta Braves,Seattle Mariners at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-07,MLB,Atlanta Braves,Seattle Mariners at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-08,MLB,Atlanta Braves,Chicago Cubs at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-09,MLB,Atlanta Braves,Chicago Cubs at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-10,MLB,Atlanta Braves,Chicago Cubs at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-12,MLB,Atlanta Braves,Houston Astros at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-13,MLB,Atlanta Braves,Houston Astros at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-14,MLB,Atlanta Braves,Houston Astros at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-22,MLB,Atlanta Braves,Washington Nationals at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-23,MLB,Atlanta Braves,Washington Nationals at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-24,MLB,Atlanta Braves,Washington Nationals at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-26,MLB,Atlanta Braves,Pittsburgh Pirates at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-27,MLB,Atlanta Braves,Pittsburgh Pirates at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-09-28,MLB,Atlanta Braves,Pittsburgh Pirates at Atlanta Braves,Truist Park,-84.468239,33.890781
2025-10-23,NBA,Atlanta Hawks,Brooklyn at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-10-25,NBA,Atlanta Hawks,Charlotte at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-10-28,NBA,Atlanta Hawks,Washington at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-11-01,NBA,Atlanta Hawks,Sacramento at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-11-04,NBA,Atlanta Hawks,Boston at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-11-06,NBA,Atlanta Hawks,New York at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-11-09,NBA,Atlanta Hawks,Chicago at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-11-15,NBA,Atlanta Hawks,Washington at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-11-25,NBA,Atlanta Hawks,Dallas at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-11-29,NBA,Atlanta Hawks,Cleveland at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-12-02,NBA,Atlanta Hawks,New Orleans at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-12-06,NBA,Atlanta Hawks,Los Angeles at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-12-08,NBA,Atlanta Hawks,Denver at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-12-14,NBA,Atlanta Hawks,Milwaukee* at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-12-21,NBA,Atlanta Hawks,Memphis at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-12-23,NBA,Atlanta Hawks,Minnesota at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-12-26,NBA,Atlanta Hawks,Chicago at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2025-12-28,NBA,Atlanta Hawks,Miami at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-01-11,NBA,Atlanta Hawks,Houston at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-01-14,NBA,Atlanta Hawks,Phoenix at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-01-22,NBA,Atlanta Hawks,Detroit at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-01-23,NBA,Atlanta Hawks,Toronto at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-01-25,NBA,Atlanta Hawks,Toronto at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-01-28,NBA,Atlanta Hawks,Houston at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-02-05,NBA,Atlanta Hawks,San Antonio at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-02-07,NBA,Atlanta Hawks,Milwaukee at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-02-20,NBA,Atlanta Hawks,Orlando at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-02-22,MLB,Atlanta Braves,Minnesota Twins at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-02-23,NBA,Atlanta Hawks,Detroit at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-02-24,MLB,Atlanta Braves,Detroit Tigers at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-02-24,NBA,Atlanta Hawks,Miami at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-02-25,MLB,Atlanta Braves,Pittsburgh Pirates at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-02-27,MLB,Atlanta Braves,Boston Red Sox at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-02-28,NBA,Atlanta Hawks,Oklahoma City at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-03-01,MLB,Atlanta Braves,Tampa Bay Rays at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-03-04,NBA,Atlanta Hawks,Milwaukee at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-03-04,MLB,Atlanta Braves,Colombia at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-03-05,MLB,Atlanta Braves,Toronto Blue Jays at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-03-06,NBA,Atlanta Hawks,Indiana at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-03-07,MLB,Atlanta Braves,Baltimore Orioles at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-03-08,NBA,Atlanta Hawks,Indiana at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-03-09,MLB,Atlanta Braves,Minnesota Twins at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-03-10,NBA,Atlanta Hawks,Philadelphia at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-03-11,MLB,Atlanta Braves,Tampa Bay Rays at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-03-12,NBA,Atlanta Hawks,Charlotte at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-03-13,MLB,Atlanta Braves,New York Yankees at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-03-14,NBA,Atlanta Hawks,LA at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-03-14,MLB,Atlanta Braves,Boston Red Sox at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-03-16,MLB,Atlanta Braves,Tampa Bay Rays at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-03-18,MLB,Atlanta Braves,Philadelphia Phillies at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-03-20,MLB,Atlanta Braves,Pittsburgh Pirates at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-03-22,NBA,Atlanta Hawks,Golden State at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-03-23,NBA,Atlanta Hawks,Philadelphia at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-03-24,MLB,Atlanta Braves,Tampa Bay Rays at Atlanta Braves,CoolToday Park,-82.319747,27.032414
2026-03-26,MLB,Atlanta Braves,Kansas City Royals at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-03-28,MLB,Atlanta Braves,Kansas City Royals at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-03-29,MLB,Atlanta Braves,Kansas City Royals at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-03-30,MLB,Atlanta Braves,Athletics at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-03-31,MLB,Atlanta Braves,Athletics at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-04-01,MLB,Atlanta Braves,Athletics at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-04-01,NBA,Atlanta Hawks,Portland at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-04-05,NBA,Atlanta Hawks,New York at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-04-06,NBA,Atlanta Hawks,Utah at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-04-10,MLB,Atlanta Braves,Cleveland Guardians at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-04-11,MLB,Atlanta Braves,Cleveland Guardians at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-04-12,MLB,Atlanta Braves,Cleveland Guardians at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-04-13,NBA,Atlanta Hawks,Orlando at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-04-13,MLB,Atlanta Braves,Miami Marlins at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-04-14,MLB,Atlanta Braves,Miami Marlins at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-04-15,MLB,Atlanta Braves,Miami Marlins at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-04-18,NBA,Atlanta Hawks,Miami at Atlanta Hawks,State Farm Arena,-84.39639,33.75722
2026-04-24,MLB,Atlanta Braves,Philadelphia Phillies at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-04-25,MLB,Atlanta Braves,Philadelphia Phillies at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-04-26,MLB,Atlanta Braves,Philadelphia Phillies at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-04-28,MLB,Atlanta Braves,Detroit Tigers at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-04-29,MLB,Atlanta Braves,Detroit Tigers at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-04-30,MLB,Atlanta Braves,Detroit Tigers at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-05-12,MLB,Atlanta Braves,Chicago Cubs at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-05-13,MLB,Atlanta Braves,Chicago Cubs at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-05-14,MLB,Atlanta Braves,Chicago Cubs at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-05-15,MLB,Atlanta Braves,Boston Red Sox at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-05-16,MLB,Atlanta Braves,Boston Red Sox at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-05-17,MLB,Atlanta Braves,Boston Red Sox at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-05-22,MLB,Atlanta Braves,Washington Nationals at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-05-23,MLB,Atlanta Braves,Washington Nationals at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-05-24,MLB,Atlanta Braves,Washington Nationals at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-06-02,MLB,Atlanta Braves,Toronto Blue Jays at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-06-03,MLB,Atlanta Braves,Toronto Blue Jays at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-06-04,MLB,Atlanta Braves,Toronto Blue Jays at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-06-05,MLB,Atlanta Braves,Pittsburgh Pirates at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-06-06,MLB,Atlanta Braves,Pittsburgh Pirates at Atlanta Braves,Truist Park,-84.468239,33.890781
2026-06-07,MLB,Atlanta Braves,Pittsburgh Pirates at Atlanta Braves,Truist Park,-84.468239,33.890781
